1826	1834	227
1826	3182	4
1826	6903	12
1826	7696	1
1826	9407	25
1826	9451	38
1826	12923	37
1826	13055	3
1826	13163	13
1826	13225	5
1826	13254	13
1826	15061	16
1826	16525	75
1826	18144	141
1826	18452	35
1826	19427	6
1826	22379	11
1826	23206	5
1826	23402	65
1826	23811	3
1826	23899	5
1826	23934	5
1826	26782	474
1826	26921	168
1826	26932	191
1826	26995	46
1826	27067	7
1826	27385	7
1826	27445	23
1826	27937	228
1826	28016	222
1826	28273	171
1826	28465	8
1826	28535	1
1826	28985	61
1826	32280	85
1826	33036	18
1826	35669	17
1826	39169	88
1826	40578	1
1826	40674	49
1826	41006	9
1826	41899	17
1826	41964	2
1826	42119	8
1826	42719	29
1826	44142	34
1826	44355	63
1826	44810	5
1826	44929	21
1826	45262	58
1826	49321	3
1826	49391	24
1834	3182	4
1834	6903	8
1834	9407	25
1834	9451	23
1834	12923	46
1834	13055	13
1834	13225	7
1834	13254	5
1834	15061	5
1834	16525	38
1834	18144	164
1834	18452	28
1834	22379	7
1834	23206	5
1834	23402	10
1834	23811	7
1834	23899	3
1834	23934	1
1834	26782	224
1834	26921	139
1834	26932	104
1834	26995	75
1834	27067	9
1834	27385	9
1834	27937	75
1834	28016	144
1834	28273	140
1834	28465	9
1834	28535	3
1834	28985	57
1834	32280	45
1834	33036	11
1834	35669	10
1834	39169	66
1834	40578	4
1834	40674	45
1834	41006	17
1834	41899	8
1834	41964	3
1834	42119	10
1834	42719	50
1834	44142	16
1834	44355	45
1834	44810	3
1834	44929	7
1834	45262	80
1834	49321	2
1834	49391	2
3182	6903	36
3182	7696	25
3182	9407	107
3182	9451	30
3182	12923	24
3182	13055	17
3182	13163	75
3182	13225	241
3182	13254	22
3182	15061	13
3182	16525	26
3182	18144	28
3182	18452	36
3182	19427	1
3182	22379	17
3182	23206	6
3182	23402	2
3182	23811	140
3182	23899	31
3182	23934	11
3182	25422	49
3182	26782	7
3182	26932	2
3182	27067	17
3182	27385	195
3182	27445	74
3182	27937	3
3182	28016	7
3182	28273	38
3182	28465	391
3182	28535	36
3182	28985	19
3182	32280	10
3182	33036	4
3182	35669	11
3182	39169	73
3182	40578	52
3182	41006	241
3182	41899	37
3182	41964	178
3182	44142	24
3182	44355	11
3182	44810	161
3182	44929	112
3182	45262	1
3182	49321	91
3182	49391	14
6903	7696	8
6903	9407	722
6903	9451	187
6903	12923	343
6903	13055	89
6903	13163	81
6903	13225	31
6903	13254	263
6903	15061	16
6903	16525	89
6903	18144	18
6903	18452	71
6903	19427	58
6903	22379	197
6903	23206	120
6903	23402	10
6903	23811	46
6903	23899	54
6903	23934	43
6903	26782	9
6903	26921	9
6903	26932	31
6903	26995	29
6903	27067	141
6903	27385	52
6903	27445	27
6903	27937	12
6903	28016	7
6903	28273	19
6903	28465	48
